Job_id,Job_title,Job_url,Job_company,Job_location,Site_id,Job_complete,Job_Description
1098,Data Scientist,https://www.linkedin.com/jobs/view/data-scientist-at-integra-connect-3483520818,Integra Connect,United States,1001,1,"About the job
About Integra Connect:

We are a value-based, precision medicine company specializing in solutions for providers, patients, life science and EMS companies. With the emergence of value-based care, Integra Connect’s mission is to help specialty care providers succeed both clinically and financially. We accomplish this through a comprehensive offering of technology and services, unified by our cloud-based platform, combined with unmatched industry expertise. We are looking for like-minded individuals committed to making a difference in healthcare. Come join our growing team!


Job Description:

The Data Scientist will be a key member on the Data Science and AI team within the precision oncology organization. The Data Science and AI team is responsible for developing innovative analytical solutions and products that benefit the entire enterprise. The team generates insights for providers, payers, pharma, and biotech by leveraging the available health care data from electronic medical records, healthcare claims, pharmacy claims and genomics data for oncology, urology, and other patients via the Integra precision oncology platform. Utilizing analytical, statistical, and programming skills to collect, analyze, and interpret large data sets, the Data Scientist will extract meaningful information from all patient data from our rapid growing network of healthcare practices. The solutions created by the Data Scientist will positively impact patient outcomes, while reducing cost of healthcare.

Come join one of the hottest companies that is revolutionizing healthcare!


Responsibilities:

The Data Scientist will work with stakeholders throughout the organization to identify opportunities for leveraging company data to drive beneficial solutions to patients, providers, pharma, and payers.
Apply predictive modeling to increase and optimize customer experiences, revenue generation, and other business outcomes. Mine for insights and analyze available healthcare data via the precision oncology platform to drive optimization and improvement of product development, marketing techniques and business strategies.
Assess the effectiveness of data sources and develop custom algorithms that address specific business needs. Collaborate closely with the precision oncology platform and database teams to transform curated healthcare claims (part B, Part D, CMS, and payer); electronic health record, pharmacy dispensing, patient-reported outcomes, primary market research and other source data types into high value information/knowledge to satisfy required project output for multiple Integra business units.
Coordinate with different functional teams to implement predictive models and monitor outcomes. Develop processes and tools to monitor and analyze model performance and data accuracy.
Collaboratively support all analytical services offered by the precision oncology platform developed to enhance and enrich the personalized medicine solutions for oncology patients cared for at specialized practices and providers that partner with Integra.
Attend key (scientific/medical) conferences; identify emerging trends; contribute to high quality peer reviewed journal publications and collaboratively support the expansion of analytical efforts of the enterprise in the US and global markets. Modest travel might be required to attend conferences (up to 10%).

Qualifications:

Bachelor’s degree in a field related to computational discipline (e.g., computer science, data science, AI, biomedical informatics, statistics, applied mathematics or biomedical engineering) or other demonstrable scientific/analytical expertise.
A strong background in computer science, statistical programming, in-depth understanding of informatics as well as the design, development and execution of AI based technologies for various research and clinical informatics focused project needs. Understanding of statistics, health analytics (e.g., Kaplan-Meier for outcomes-based analysis such as PFS, OS).
Proven experience in statistical programming (e.g., R or SAS), data mining and/or advanced programming experience in python along with querying relational databases using SLQ to analyze data and draw insights from large data sets.
Expertise in applying machine learning techniques and deep learning techniques. Experience with advanced statistical techniques and mathematical concepts (regression, properties of distributions, statistical tests, and proper usage, etc.) and with applications to healthcare will be preferable. Experience visualizing and presenting data insights to stakeholders using PoweBI, Tableau, D3, ggplot, etc.
Oncology expertise from a scientific, medical, or pharmaceutical background with basic understanding of the mechanism of oncology, basic analytics (e.g., survival analysis) and common therapies (chemo, IO etc.). This role would involve both engagement with data assets and domain experts.
Proven experience in medical/scientific writing experience, including conference abstracts. Authorship or co-authorship on peer reviewed papers.
Preferred qualities: Strong problem-solving skills with an emphasis on product development, pro-active, collaborative, creative, energetic, positive, tinkerer, curious, open minded.

Benefits:

Integra Connect, LLC provides a comprehensive benefits plan.

Medical/Dental/Vision Insurance beginning the 1st of the month following your date of hire
Paid Time Off
401k with employer match
Paid Holidays and Floating Holiday
Equal Opportunity Employer"
1099,Data Scientist,https://www.linkedin.com/jobs/view/data-scientist-at-ada-meher-3494351211,Ada Meher,"Florida, United States",1001,1,"About the job
Job Title: Data Scientist


Job Description:


We are seeking a talented Data Scientist to join a HealthTech Firm based in Florida. The ideal candidate will be responsible for developing and implementing algorithms and statistical models to analyze large datasets, and communicate insights to stakeholders.


Responsibilities:


Use advanced statistical analysis and machine learning techniques to analyze large datasets and identify patterns, trends and insights.
Develop and implement predictive models to optimize business performance and outcomes.
Collaborate with cross-functional teams to identify business problems and develop solutions.
Communicate results and insights to stakeholders through data visualizations and presentations.
Continuously monitor and improve data quality, accuracy, and consistency.
Stay current with latest developments in machine learning, data science, and technology trends.
Requirements:

Bachelor’s or Master’s degree in Computer Science, Statistics, or related field.
3+ years of experience in data analysis and modeling using tools such as Python, R, and SQL.
Strong understanding of statistical modeling techniques such as regression, clustering, decision trees, and neural networks.
Experience with machine learning algorithms such as Random Forest, SVM, Neural Networks, and Gradient Boosting.
Proficient in data visualization tools such as Tableau, Power BI, or D3.js.
Strong problem-solving skills and ability to communicate complex findings in simple terms.
Experience working with large datasets and distributed computing frameworks such as Hadoop, Spark, or AWS EMR.
Strong understanding of data structures, data modeling, and database design.
Experience working with unstructured data such as text, images, and videos is a plus.
Strong programming skills in Python, R, or other languages commonly used in data analysis.

If you have the required skills and experience, and are excited about working in a fast-paced, dynamic environment, we encourage you to apply for this exciting opportunity.


Benefits:


401(k)
Holidays: 10 paid holidays
Life Insurance
Hybrid Working

Please note, The employer is not able provide sponsorship for this role."
1100,Machine Learning Engineer,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-glacier-3486049119,Glacier,"San Francisco, CA",1001,1,"About the job
At Glacier, we are taking on one of the world’s most pressing problems: trash. Did you know that, in the US, we send over half of our recyclables to the landfill? We're working to fix that. In doing so, we’ll also be reducing carbon emissions, energy consumption, and depletion of natural resources.


Glacier builds in-house computer vision models to power our two core products: a robot that identifies and sorts commodities inside recycling facilities and an analytics system that tracks recyclables and reports metrics to key stakeholders in the industry. These technologies are already helping to divert tons of recyclables (literally!) from landfills every day. We’re looking for a talented machine learning engineer to help us further improve these game-changing technologies.


About us:

We’re a small team based in SF. Our founders come from Facebook engineering and Bain consulting. As an early member of our ML team, you’ll have a significant role in shaping Glacier’s future.
Commitment to ending waste and fighting climate change is in our team’s DNA. We are excited to bring on new teammates who share in this mission.
We’re backed by top-tier VCs and angels with extensive technical and industry expertise.
We have several machines in production at customer sites and a robust pipeline of upcoming deployments.

About the role:

We are looking for a talented machine learning engineer to help us build our game-changing technologies. You will be responsible for training computer vision models, building infrastructure for large-scale inference and data analysis, and driving new projects to use machine learning to reduce waste.


Your responsibilities:

Drive the performance of our computer vision models. That includes: building ML infrastructure, fine tuning our model and training process, improving our data collection, and ensuring high quality, diverse training data.
Build automation and experimentation into our full ML lifecycle, enabling us to deploy systems and create impact at scale.
Partner with our founders on the long-term product roadmap; we have lots of ideas for what waste-ending technology to build next, and we’d love to hear yours too!

Requirements:

(If you don't think you meet all of the criteria but are excited about us, please reach out anyway!)


2+ years experience developing machine learning models in a deep learning framework like Tensorflow/Keras or Pytorch.
Computer vision model development (especially object detectors) is strongly preferred.
Experience with building machine learning infrastructure (training pipelines, hyperparameter tuning, experiment tracking, etc).
Strong expertise in Python and hands-on experience in SQL databases.
Proficiency with the SciPy ecosystem (numpy, pandas, matplotlib) and distributed computing in frameworks such as Ray.
Ability to work from our San Francisco office (SOMA neighborhood) on most days of the week.

The total cash compensation range for this role is $120,000 - $160,000. In addition to cash compensation, Glacier also offers competitive equity compensation and benefits. The final compensation for this role will depend on many individualized factors, including job-related skills and knowledge, experience level, interview performance, and other factors.


Visa sponsorship is available for this position."
1101,Data Scientist,https://www.linkedin.com/jobs/view/data-scientist-at-tegria-3497410604,Tegria,United States,1001,1,"About the job
Data Scientist

As a Data Scientist Consultant, your work at Tegria will center on strategic opportunities and implementation, process improvement, and growing Tegria as a company. The primary focus of this position will be to help healthcare organizations on a wide range of data related projects that include data wrangling, data analysis, report development, data visualization, ETL development, and data strategy consulting. As a data science expert on the team, you are expected to have general knowledge across analytics, maintain deep expertise in data science, and be comfortable being deployed on almost any engagement that includes data science.

Embracing our mission to humanize healthcare

Living our Tegria values–being real, serving intentionally, and stepping in and stepping up

Embracing our mission to humanize healthcare
Living our Tegria values–being real, serving intentionally, and stepping in and stepping up
Translating business requirements into application storyboards and use cases
Working with customers in assessments to understand business needs and translate into a solution opportunity
Explaining technical concepts to non-technical audiences at both internal teammates and clients
Ensuring the best possible performance, quality, and responsiveness of applications
Providing recommendations and best practices with deep knowledge understanding of specific solutions available in the industry
Participating in development activities as needed to support the development team
Maintaining code quality, organization, and automatization
Participating as a team member in meetings and collaboration with team
Responsible for regular communication with others involved in the development process
Providing support for our healthcare clients
Meeting project deadlines in a remote setting
Partnering with our internal Tegria teams to help promote consulting work and team-specific services
Mentoring other consultants and development team members both internal and at clients on project activities and deliverables
Learning additional technologies as required and appropriate
Client Engagement Delivery

Working independently or as part of a project team on a client engagement. Could be full-time on a single customer engagement or part-time across customers
Serving as a liaison between diverse IT and operations groups
Facilitating meetings and owning meeting scheduling and coordination, preparation, documentation, and follow-up
Utilizing, reviewing, and creating project tools and templates for assigned projects
Creating and maintaining project plans
Evaluating and documenting current-state processes through discovery and analysis. Presenting recommendations for improvements based on industry experience and best-practices
Facilitating future-state workflow, policy, and process design and planning
Building, testing, training, converting and/or deploying new infrastructure, workflows, policies, and processes
Participating in major milestone reviews and decision gates
Presenting to a wide variety of audiences
Documenting measurable outcomes resulting from initiatives through KPI analysis and impact tracking
Effectively utilizing communication, decision-making, and escalation pathways
Executing effective project wrap-up through outcomes documentation, lessons-learned, and leave-behind materials allowing customers to sustain ongoing operations
Mentoring Associate(s) on project activities and deliverables and collaborating with others on the same
Mentoring customer counterparts for successful, long-term ownership and growth
Internal Team Development

Contributing to personal and team development by participating in training activities and team events, while sharing your experience and expertise to help your team grow
Participating in internal projects for Tegria's strategic growth
Planning and executing team- and company-wide gatherings, such as retreats, inter-team meetings, etc.
Modeling and holding fellow team members accountable to company values
Incorporating diversity and healthcare equity as a guiding principle of internal development and client-facing delivery
Referring new talent to Tegria's Talent team to continue growing Tegria's knowledge and capabilities
What we’re looking for

We expect:

5+ years of professional experience delivering project or program enhancements within a healthcare organization or healthcare consulting practice
Bachelor’s degree or above in Data Science, Mathematics, Statistics, Computer Science, or related field or a portfolio of work demonstrating expert data science acumen
Highly proficient in the following:
R or Python programming language for data science
Supervised and unsupervised machine learning, probabilistic modeling, and statistical methodologies
Data visualization and communication
Capable of and comfortable with working remotely
Capable of and comfortable with traveling to client sites as needed
We’d love to see:

Prior consulting experience
Masters or Ph.D. in Data Science, Mathematics, Statistics, Computer Science, or a related field
Some experience querying, implementing, supporting, optimizing, or upgrading Epic or similar EMR Certification in one or more Epic data model and/or application(s)
Certifications, bootcamps, Kaggle submissions, personal website/blogs, or other demonstrations of data science knowledge
Knowledge in the following:
SQL database development
Unstructured data processing
Spark, Databricks, or similar distributed data analysis runtimes
Jupyter, Databricks, or similar data science notebook technologies
Natural language processing, particularly on medical text
Formal semantics or expert systems
Scala
Need a few more details?

Group: Tegria Services Group

Department: Consulting & Technology

Reports to: Analytics – Manager

Compensation: Commensurate with experience

Status: Exempt

Eligibility: Must be legally authorized to work in the United States without sponsorship

Work Location: This position is remote. Must work in a location within the United States.

Travel: Up to 25%

Benefits Eligibility: Eligible

Now, a little about us ...

At Tegria, we bring bold ideas and breakthroughs to improve care, technology, revenue, and operations in ways that move healthcare organizations from patient-centered to human-centered. We are helping healthcare put people first—both patients and those who dedicate their lives to delivering care.

And at the very core of this vital work is our incredibly talented people.

People with different backgrounds who welcome challenge and change. People who listen first, ask hard questions, and make decisions to cultivate a culture of equity and inclusion. People who chase after goals, growth, and generosity. We’re real. We’re nimble, and we believe in our mission to humanize healthcare.

Perks and benefits

Top talent deserves top rewards. We’ve carefully curated a best-in-class benefits package, meant to meet you wherever you are in your life and career.

Your health, holistically. We offer a choice of multiple health and dental plans with nationally recognized networks, as well as vision benefits, a total wellness program, and an employee assistance program for you and your family.
Your financial well-being. We offer competitive wages, retirement savings plans, company-paid disability and life insurance, pre-tax savings opportunities (HSA and/or FSA), and more.
And everything in between. Our lifestyle benefits are unrivaled, including professional development offerings, opportunities for remote work, and our favorite: a generous paid-time-off program, giving you the flexibility to plan a vacation, take time away for illness (or life’s important events), and shift your schedule to accommodate those unexpected curve balls thrown your way.
Tegria is an equal employment opportunity employer and provides equal employment opportunities (EEO) to all persons regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, or any other characteristic protected by federal, state or local law. All qualified candidates are encouraged to apply."
1102,Data Scientist - Marketing Analytics,https://www.linkedin.com/jobs/view/data-scientist-marketing-analytics-at-marketbridge-3496112194,MarketBridge,"Washington, DC",1001,1,"About the job
Who We Are

MarketBridge is the leading provider of rapidly scalable, innovative go-to-market solutions for Marketing, Sales, and CX leaders. For over 25 years we’ve delivered customer-centric, data-driven strategies to Fortune 500 clients. Our unique approach—Go-to-Market® Science—uses analytics and insight to drive revenue growth and customer value. As a boutique consulting firm, we pride ourselves on:

Deep Go-to-Market® Expertise - We are a mix of go-to-market® strategists and execution-oriented practitioners who wrote the book on multi-channel commercial strategy
Data-Centric Approach - We love measuring results and understand the value of the good and the bad to unearth real performance optimization
Human and AI-Powered Insights - We drive commercial agility with a constant pulse on our client’s markets and consumers, through technology-generated and human-curated insights
Agile Extension of The Client - We are an extension of our client’s team, so we flex priorities to be able respond to their changing needs and technology infrastructure
In-Market Actionability - We go beyond strategy to ensure we deliver go-to-market solutions where, when, and how they can best be put into action

Who We’re Looking For

MarketBridge is looking for a Data Scientist to support program strategy and execution to help clients improve their marketing and sales outcomes. The Data Scientist will be part of a project team and play a key role in helping our clients measure marketing’s effectiveness and optimize marketing mix to drive results. You will quickly work with clients to solve some of their most pressing problems, leveraging a variety of tools and methods including quantitative analysis, model development, and market research.

Responsibilities

Model Development: Investigate, suggest, and attempt new model builds including Marketing Mix Models (MMM) and Multi-Touch Attribution (MTA)
Project and Client Management: Communicate with clients regarding data outputs, create technical slides for project deliverables, and flag roadblocks that may impede on-time delivery
Internal Collaboration: Participate in brainstorms and troubleshooting, partner with Lead Data Scientist and Project Manager to outline modeling approach and data sources, and support and mentor junior Analysts

Qualifications

This position is for those with significant analytics experience who are looking for an opportunity to use data, research, and best practices to help improve clients’ sales and marketing strategies while increasing the responsibility and autonomy over their workstreams. We are looking for someone who:

Has 2+ years of experience in data-driven consulting, market research, and data science
Has a background in highly quantitative hard sciences (advanced math, computer science, or economics) or highly quantitative social sciences
Is comfortable using big or small data environments to answer questions and then develop an overall story about what the analysis means
Has experience with integrating stimulus, response, and control data from a variety of sources including agencies, internal systems, and technology platforms
Has experience in econometric techniques, including panel data, ridge regression, and multiple functional forms as well as machine learning techniques
Has experience coding in R and/or Python, including data munging
Has experience creating reproducible deliverables (Rmarkdown, notebooks, etc.)
Experience with version control (git, github, etc.) and modern data storage (MapReduce, Spark)
Can balance multiple projects at one time, under tight deadlines
Has excellent written and oral communication, presentation, and analytical skills
Is extremely conscientious, with a strong attention to detail and excellent organizational skills

Note: This position requires the ability to work in the United States without visa sponsorship. MarketBridge is an Equal Opportunity Employer.

The ideal candidate will:

Can balance multiple projects at one time, under tight deadlines
Has excellent written and oral communication, presentation, and analytical skills
Is extremely conscientious, with a strong attention to detail and excellent organizational skills
Be proactive and start projects with little prodding

Our Culture

MarketBridge is an organization with an entrepreneurial spirit, full of smart, fun to be around, lifetime learners who want to make a real difference for our clients every day. We are proud to say that our most valuable asset is our people. High performers are recognized and rewarded for their efforts, and you will be working alongside some of the best and brightest people in the industry.

Our long-term success depends on a culture in which development is employee-owned, manager-guided, and MarketBridge enabled. Through a range of resources, employees can take advantage of development opportunities, mentoring, and self-directed or business-sponsored courses to help drive their careers. In addition, we offer:

Industry-competitive compensation
Performance-based salary and bonuses
A wide array of healthcare options, including medical, dental and vision coverage
401(k) retirement plan with a company match
Generous vacation and holiday time
Yearly health and wellness credits
Casual dress code
Hybrid work model
Company social events

Powered by JazzHR

87loHNkFls"
1103,Data Scientist/Sr. Data Scientist - Remote,https://www.linkedin.com/jobs/view/data-scientist-sr-data-scientist-remote-at-green-dot-corporation-3480617579,Green Dot Corporation,United States,1001,1,"About the job
We’re looking for talented professionals, anywhere in the United States, to join us in bringing smart money management and payment solutions to everyone’s fingertips.


At Green Dot, we are evolving to a new and permanent “We’re looking for talented professionals, anywhere in the United States, to join us in bringing smart money management and payment solutions to everyone’s fingertips.


JOB DESCRIPTION

This is an exciting opportunity to apply data science techniques and drive the growth of Green Dot’s Direct Business - including strategic product: GO2bank -‘The ultimate mobile banking app’. The data science team is working on several projects related to lead scoring, funnel optimization, experimentation, customer retention, product analytics and fraud/risk ops areas. We are looking for candidates who are passionate about leveraging data science techniques to solve business problems and supplying stakeholders with actionable insights/decisions. The ideal candidate must be a self-starter who is able to deliver high quality work within tight deadlines and potentially propose/develop innovative solutions as well. The candidate will be reporting to Sr. Director of Data Science.


Job Responsibilities

Develop and implement data science/advanced analytics enabled solutions to drive business outcomes and goals
Designs, develops and programs methods, processes, and systems to consolidate and analyze unstructured, diverse “big data” sources to generate actionable insights and solutions for services and product enhancement.
Own and deliver predictive modeling/analytics projects of moderate scope or manage significant tasks on complex data science projects
Perform large-scale data analysis to inform business decisions around web behavior, funnel optimization, transactions, balances, customer behavior, risk and overall operational trends
Define, write queries, extract and transform data sets to create features for modeling and/or generate actionable insights
Collaborate with Data engineering and Model Risk Management to build and deploy models/analytical solutions into production
Identifies meaningful insights from large data and metadata sources; interprets and communicates insights and findings from analysis and experiments to product, service, and business managers.
Collaborate with business stakeholders as per project needs and communicate results of the models/analytical solutions developed
Perform other duties as need

Job Requirements

Bachelor’s degree in a quantitative, technical, or financial discipline required. Masters or PHD in similar field is a plus
2-7 years of experience in data science or advanced analytics based on education/experience
Advanced understanding of data science and statistical modeling techniques such as classification, clustering, regression, decision trees etc.
Proficiency writing SQL (i.e. Amazon Redshift, MS-SQL Server) and working with large data sets
Experience using Python (required), other statistical tools (such as R) and AWS Sagemaker (preferred but not mandatory)
Experience developing dashboards using business intelligence or reporting tools such as Tableau or Microstrategy
Proactive work style, progressive thinking skills, strong work ethic, communication and problem-solving skills

POSITION TYPE

Regular<<>><<>><<>><<>><<>><<>><<>><<>><<>><<>>

Green Dot promotes diversity and provides equal opportunity for all applicants and employees. We are dedicated to building a company that represents a variety of backgrounds, perspectives, and skills. We believe that the more inclusive we are, the better our work (and work environment) will be for everyone. Additionally, Green Dot provides reasonable accommodations for candidates on request and respects applicants' privacy rights."
1104,"Data Scientist, Apple Services Digital Marketing",https://www.linkedin.com/jobs/view/data-scientist-apple-services-digital-marketing-at-apple-3472393459,Apple,"Culver City, CA",1001,1,"About the job

Summary

The people here at Apple don’t just create products — they create the kind of wonder that’s revolutionized entire industries. It’s the diversity of those people and their ideas that inspires the innovation that runs through everything we do, from amazing technology to industry-leading environmental efforts. Join Apple, and help us leave the world better than we found it!


Apple is looking for a data scientist to work on the Apple Services Digital Marketing team to help us understand public consumer feedback at scale, excavate insights to optimize our marketing and products, and monitor external brand relevancy. This person must have a deep understanding of statistics, machine learning techniques, digital marketing data and NLP to identify actionable insights and have the ability to successfully evangelize, educate, and enable within a very large organization.


Key Qualifications

Attains clear understanding of statistics

Capability to code in SQL and Python or R to work with large data sets

Knowledge of machine learning techniques (clustering, decision trees, artificial neural networks, regression, classification, Keras, etc)

Experience building custom data models and algorithms to apply to data sets

Understanding of digital marketing data - Social, SEO, Paid, etc

Experience creating data visualizations with various programming languages (JavaScript and D3 preferred)

Understanding of NLP techniques for text representation and semantic extraction

Deep knowledge of text representation techniques (such as bag of words, sentiment analysis, n-grams etc.)

Ability to work and speak to both creative and technical teams

Ability to solve problems with an analytical mind set

5-7 years of experience manipulating data sets and using statistical models plus NLP to extract insights and visualize them for stakeholders


Description

Build and maintain data driven optimization models, experiments, forecasting algorithms and machine learning models to better campaign performance, identify trends and optimize products


Assess business needs to translate model outputs into tangible and actionable findings and reports for both marketing and product


Produce performance benchmarks across various digital marketing channels


Create, maintain and automate content taxonomies and use for attribution analyses


Design NLP applications and utilize topic modeling to understand digital consumer feedback for ourselves in comparison to competitors


Create and maintain data analytics dashboards


Communicate and present findings to key stakeholders


Education & Experience

Bachelor’s degree or equivalent preferred.


Pay & Benefits

At Apple, base pay is one part of our total compensation package and is determined within a range. This provides the opportunity to progress as you grow and develop within a role. The base pay range for this role is between $136,000 and $207,000, and your base pay will depend on your skills, qualifications, experience, and location.

Apple employees also have the opportunity to become an Apple shareholder through participation in Apple’s discretionary employee stock programs. Apple employees are eligible for discretionary restricted stock unit awards, and can purchase Apple stock at a discount if voluntarily participating in Apple’s Employee Stock Purchase Plan. You’ll also receive benefits including: Comprehensive medical and dental coverage, retirement benefits, a range of discounted products and free services, and for formal education related to advancing your career at Apple, reimbursement for certain educational expenses — including tuition. Additionally, this role might be eligible for discretionary bonuses or commission payments as well as relocation. Learn more about Apple Benefits.

Note: Apple benefit, compensation and employee stock programs are subject to eligibility requirements and other terms of the applicable plan or program.


Role Number: 200460836"
1105,Data Scientist,https://www.linkedin.com/jobs/view/data-scientist-at-selby-jennings-3491481942,Selby Jennings,"New York, NY",1001,1,"About the job
One of the finest bulge bracket bracket banks in America looking to onboard the most skilled data scientists in the nation. They combine cutting edge Machine learning techniques along with the firms unique data assets to devise best in class business decisions.

Responsibilities:

Build recommendation engines, tools for equity trading and sales team
Integrate Machine Learning and AI tools to optimize the efficiency of the equity business
Analyze large structured and unstructured data sets in order to generate novel insights for equity traders and sales team members
Support equity traders by building and implementing equity based trading models and tools
Collaborate with trading desks, quants and data scientists across all other asset classes
Requirements:

PhD in a quantitative discipline (Computer Science, Statistics, Physics etc.).
4-7 years of applied ML/AI experience in the finance industry.
Expertise in Python programming.
Applied experience applying data science and machine learning techniques in a Front Office environment.
Knowledge of and strong interest in financial markets (applied product knowledge within the equities is ideal (Equity Derivatives, Delta 1, Prime Brokerage).
Direct experience facing off with/collaborating with traders.
Entrepreneurial mindset.
Exceptional communication skills.
Passion for learning Machine Learning and Artificial Intelligence.
If you meet the above, and are looking for a challenging, yet rewarding next step in your career, apply now!"
1106,Data Scientist,https://www.linkedin.com/jobs/view/data-scientist-at-singulairity-3494079586,Singulairity,United States,1001,1,"About the job
The ideal candidate's favorite words are learning, data, scale, and agility. You will leverage your strong collaboration skills and ability to extract valuable insights from highly complex data sets to ask the right questions and find the right answers.

Responsibilities
Analyze raw data: assessing quality, cleansing, structuring for downstream processing
Design accurate and scalable prediction algorithms
Collaborate with engineering team to bring analytical prototypes to production
Generate actionable insights for business improvements


Qualifications

Bachelor's degree or equivalent experience in quantative field (Statistics, Mathematics, Computer Science, Engineering, etc.)
At least 1 - 2 years' of experience in quantitative analytics or data modeling
Deep understanding of predictive modeling, machine-learning, clustering and classification techniques, and algorithms
Fluency in a programming language (Python, C,C++, Java, SQL)
Familiarity with Big Data frameworks and visualization tools (Cassandra, Hadoop, Spark, Tableau)"
1107,Data Scientist (Recommendations/Forecasting),https://www.linkedin.com/jobs/view/data-scientist-recommendations-forecasting-at-hyatt-hotels-corporation-3475925407,Hyatt Hotels Corporation,United States,1001,1,"About the job
The Role

Support a variety of algorithmic products with core algorithmic data science capabilities
Hands-on developer of internal models/processes such as machine learning models, numerical optimization, time-series forecast, statistical significance testing, ml-as-a-service API development, and streaming event data processing.
Stay up to date with latest data science research and how it can be applied to Hyatt’s business.
Work collaboratively with other data scientists and ML engineers to ensure proper execution/integration of algorithmic products.
Report on algorithmic product performance and incremental business impact with a commitment to ethical data science.
Qualifications

Master’s degree in computer science, statistics, or related fields required.
2-3 years of data science experience with a focus on algorithmic data science, hospitality experience not required.
Expertise in Python and SQL, additional software experience preferred ie Docker, Spark.
Experience in machine learning modelling (classification, regression, reinforcement) across a variety of implementations (linear, neural networks, svm, tree-based, bandits, etc) and frameworks (Tensorflow, PyTorch, Sagemaker, Prophet etc)
Experience applying statistical test (t-test, chi-squared, non-parametric etc), experiment design, and causal inference models to real-world problems
Experience with IP/MIP/QP optimization
Experience deploying ml-driven solutions to production with a focus on measurable impact and outcomes"
1108,Data Scientist,https://www.linkedin.com/jobs/view/data-scientist-at-immuna-3482540862,Immuna,San Francisco Bay Area,1001,1,"About the job
Immuna platform helps crypto investors manage their risks of investing in crypto assets. The platform monitors and proactively defends investors’ crypto investments from unexpected exploits and undesirable economic situations. It detects on-chain exploits in real time and extracts invested assets on behalf of the investors without needing access to their private keys. For instance: Immuna would have detected anomalous events of unexpected approval and transfers, which led to the $120M BadgerDAO Hack.


The ideal person would be an experienced and fast learner with an entrepreneurial mindset. You will be working with a team of Forbes 30 under 30 serial entrepreneurs comprising of Stanford engineers and Berkeley MBA with 10+ years of experience spanning across Forbes AI 50 startups to large tech companies such as Google and Amazon.


You will be working closely with the founders to explore cutting-edge applied machine learning and statistical techniques to identify risk in DeFi investing. You will be architecting smart contracts for a new type of problem in the Blockchain ecosystem and breaking ground in integrating our systems with other technologies.


Must have Skills:

Ability to learn fast and work in a team effectively.
First principles thinker with solid problem-solving skills.
Willing to understand blockchain architecture and tools available for development..
Proficient at writing code in Python or similar interpreted languages.
Experience with scientific computing packages such as Numpy/Scipy, Jupyter, Pandas, etc.
Experience with distributed computation frameworks such as Spark, Flink, PyTorch.
Familiarity with DeFi protocols such as AMMs, lending, etc.

Good to have:

Prior background in agent-based simulation or language models.
Prior experience building DeFi protocols such as AMMs, lending, etc.
Prior experience in Ethereum Virtual Machine/Geth.
Prior experience in smart contract auditing or security review."
